review_row_id,id,company_name,text_content,sentence_id,sentence_text,original_text
10,4,bank islam,review_body_text,5,"Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement."
10,4,bank islam,review_body_text,6,"Additionally, top management often feels disconnected from ground-level operational reality.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement."
10,4,bank islam,review_body_text,7,"While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.","I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement."
11,5,Cimb-Group,review_title,1,Productive and fun workplace,Productive and fun workplace
12,5,Cimb-Group,review_body_text,1,Flexible working hours and supportive colleagues.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.
12,5,Cimb-Group,review_body_text,2,Overall I think my pay are decent while workload and working culture depends on your department.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.
12,5,Cimb-Group,review_body_text,3,Benefits wise are quite good in banking industry.,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.
13,6,RHB Bank Berhad,review_title,1,Really good,Really good
14,6,RHB Bank Berhad,review_body_text,1,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good","A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good"
15,7,maybank,review_title,1,Good workplace,Good workplace
16,7,maybank,review_body_text,1,Everything is good.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.
16,7,maybank,review_body_text,2,The workplace is nice and people are also willing to help.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.
16,7,maybank,review_body_text,3,The workplace and work-culture appreciate people who are working overtime.,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.
17,8,Public-Bank-Berhad,review_title,1,Work Culture,Work Culture
18,8,Public-Bank-Berhad,review_body_text,1,'- Daily job may be repetitive (depends on the team you are on),'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers
18,8,Public-Bank-Berhad,review_body_text,2,Moderate workload (depends on the team you are on),'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers
18,8,Public-Bank-Berhad,review_body_text,3,Classic management style,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers
18,8,Public-Bank-Berhad,review_body_text,4,Healthy working environment Recommended for freshers,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers
19,9,Public-Bank-Berhad,review_title,1,Great bonus and increment.,Great bonus and increment. But old system
19,9,Public-Bank-Berhad,review_title,2,But old system,Great bonus and increment. But old system
20,9,Public-Bank-Berhad,review_body_text,1,Good for new graduates to start their career in banking as you tend to do a lot of things.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department
20,9,Public-Bank-Berhad,review_body_text,2,The increment is above average and bonuses are decent.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department
20,9,Public-Bank-Berhad,review_body_text,3,This comes with old system and SOPs as they prefer to reduce cost.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department
20,9,Public-Bank-Berhad,review_body_text,4,A lot of paperwork to be done.,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department
20,9,Public-Bank-Berhad,review_body_text,5,WLB depends on your department,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department
21,10,maybank,review_title,1,Super Productive workplace,Super Productive workplace
22,10,maybank,review_body_text,1,So much to learn here.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
22,10,maybank,review_body_text,2,Colleague is all nice but need to push for sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
22,10,maybank,review_body_text,3,All higher ups care is sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
22,10,maybank,review_body_text,4,Try banking if you love doing sales.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
22,10,maybank,review_body_text,5,Benefit is good.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
22,10,maybank,review_body_text,6,Have AL every month.,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.
23,11,bank islam,review_title,1,Good Hybrid working + flexible hours,Good Hybrid working + flexible hours
24,11,bank islam,review_body_text,1,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT.","Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning."
24,11,bank islam,review_body_text,2,Good place for learning.,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning."
25,12,RHB Bank Berhad,review_title,1,"Work culture is good, learning a lots, getting lots of knowledge of product.","Work culture is good, learning a lots, getting lots of knowledge of product."
26,12,RHB Bank Berhad,review_body_text,1,"Having teatime among us, celebration birthday and also we will do decorations for all the festivals...","Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂"
26,12,RHB Bank Berhad,review_body_text,2,"team work is going well with team members, management is good️ Together progress","Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂"
27,12,RHB Bank Berhad,pros_text,1,Fo far No,Fo far No
28,12,RHB Bank Berhad,cons_text,1,So far No,So far No
29,13,RHB Bank Berhad,review_title,1,Stressful if cannot hit sales target,Stressful if cannot hit sales target
30,13,RHB Bank Berhad,review_body_text,1,Management will keep pushing for sales even though the product is not great and detrimental to buyers.,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target
30,13,RHB Bank Berhad,review_body_text,2,Micro-management will happen if u dont hit ur target,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target
31,14,bank islam,review_title,1,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.","Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role."
32,14,bank islam,review_body_text,1,What is the best part of working at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
32,14,bank islam,review_body_text,2,Managing 17 staff and Data center facility What is the most stressful part about working at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
32,14,bank islam,review_body_text,3,Managing Staff and arrangement of shift work What is the work environment and culture like at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
32,14,bank islam,review_body_text,4,flexible and relax environment What is a typical day like for you at the company?,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
32,14,bank islam,review_body_text,5,A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts.,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
32,14,bank islam,review_body_text,6,"I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.","What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects."
33,15,RHB Bank Berhad,review_title,1,Not bad environment,Not bad environment
34,15,RHB Bank Berhad,review_body_text,1,The work environment in the department varies from all function.,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor"
34,15,RHB Bank Berhad,review_body_text,2,"For me, I am under the Group Internal Audit function.","The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor"
34,15,RHB Bank Berhad,review_body_text,3,The environment is not bad.,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor"
34,15,RHB Bank Berhad,review_body_text,4,"My CIA and Head of Department is great, however I will say otherwise for my current supervisor","The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor"
35,16,United Overseas Bank,review_title,1,Sales oriented working culture,Sales oriented working culture
36,16,United Overseas Bank,review_body_text,1,Focus on offline events and activities to drive business.,"Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff"
36,16,United Overseas Bank,review_body_text,2,"Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff","Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff"
37,17,Public-Bank-Berhad,review_title,1,Stressful but good colleagues,Stressful but good colleagues
38,17,Public-Bank-Berhad,review_body_text,1,"Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture","Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture"
39,18,United Overseas Bank,review_title,1,Good place to start your career,Good place to start your career
40,18,United Overseas Bank,review_body_text,1,"Nice place to start your career, however lack of guidance and training provided.","Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average"
40,18,United Overseas Bank,review_body_text,2,No clear goal setup by my immediate manager.,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average"
40,18,United Overseas Bank,review_body_text,3,Salary below market average,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average"
41,19,maybank,review_title,1,Valuable Learning Experince,Valuable Learning Experince
42,19,maybank,review_body_text,1,A good place to learn and improve in.,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement."
42,19,maybank,review_body_text,2,"The enviroment is chill, collegues are kind and are willing to assist if faced with issues.","A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement."
42,19,maybank,review_body_text,3,Overall is a good oppertunity for an internship placement.,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement."
44,20,Ocbc,review_body_text,1,"overall not bad, training provided, attractive remuneration package but need to work overtime most of the time for my role, quite challenging for my role","overall not bad, training provided, attractive remuneration package but need to work overtime most of the time for my role, quite challenging for my role"
45,21,RHB Bank Berhad,review_title,1,Flexible Workplace,Flexible Workplace
46,21,RHB Bank Berhad,review_body_text,1,Could be working from home most of the time.,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible."
46,21,RHB Bank Berhad,review_body_text,2,"It depends on the manager, some require the staffs to work from office.","Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible."
46,21,RHB Bank Berhad,review_body_text,3,some department are more flexible.,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible."
47,22,RHB Bank Berhad,review_title,1,Very poor management,Very poor management
48,22,RHB Bank Berhad,review_body_text,1,Very poor management.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,2,Not welcoming the newcomers.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,3,Unproper training.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,4,Expect us to get the highest more KPI than in JD.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,5,Leads not approachable.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,6,Sometimes they just recycle the leads to call the same customer.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
48,22,RHB Bank Berhad,review_body_text,7,They will pressuring you until you resigned on your own.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.
49,23,Cimb-Group,review_title,1,Supportive boss and good colleagues,Supportive boss and good colleagues
50,23,Cimb-Group,review_body_text,1,Depending on which team you are in.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.
50,23,Cimb-Group,review_body_text,2,In some teams you generally get good colleagues who are supportive.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.
50,23,Cimb-Group,review_body_text,3,The remuneration is also quite good.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.
50,23,Cimb-Group,review_body_text,4,Bonus could be up to 3-4 months in general.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.
51,24,Cimb-Group,review_title,1,The good thing about the management,The good thing about the management
52,24,Cimb-Group,review_body_text,1,Management don't come to you and shouting for target.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.
52,24,Cimb-Group,review_body_text,2,They tends to talk to you politely and keep nagging to work hard.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.
52,24,Cimb-Group,review_body_text,3,There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.
52,24,Cimb-Group,review_body_text,4,Expect one hour talk to persuade you work hard.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.
54,25,Public-Bank-Berhad,review_body_text,1,The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations.,"The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations. The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations. This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans."
54,25,Public-Bank-Berhad,review_body_text,2,"The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations.","The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations. The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations. This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans."
54,25,Public-Bank-Berhad,review_body_text,3,"This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans.","The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations. The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations. This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans."
55,26,Cimb-Group,review_title,1,friendly and supportive team.,friendly and supportive team.
56,26,Cimb-Group,review_body_text,1,This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally.,"This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally. The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills. Overall, it is a great place to build a strong career foundation."
56,26,Cimb-Group,review_body_text,2,"The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills.","This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally. The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills. Overall, it is a great place to build a strong career foundation."
56,26,Cimb-Group,review_body_text,3,"Overall, it is a great place to build a strong career foundation.","This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally. The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills. Overall, it is a great place to build a strong career foundation."
58,27,RHB Bank Berhad,review_body_text,1,Not support newcommer.,"Not support newcommer.On a personal level, they are approachable and supportive, creating a friendly and collaborative environment. They genuinely care about the team’s well-being and motivate us with positivity and encouragement. This balance of professionalism and human touch makes working under them both inspiring and enjoyable"
58,27,RHB Bank Berhad,review_body_text,2,"On a personal level, they are approachable and supportive, creating a friendly and collaborative environment.","Not support newcommer.On a personal level, they are approachable and supportive, creating a friendly and collaborative environment. They genuinely care about the team’s well-being and motivate us with positivity and encouragement. This balance of professionalism and human touch makes working under them both inspiring and enjoyable"
58,27,RHB Bank Berhad,review_body_text,3,They genuinely care about the team’s well-being and motivate us with positivity and encouragement.,"Not support newcommer.On a personal level, they are approachable and supportive, creating a friendly and collaborative environment. They genuinely care about the team’s well-being and motivate us with positivity and encouragement. This balance of professionalism and human touch makes working under them both inspiring and enjoyable"
58,27,RHB Bank Berhad,review_body_text,4,This balance of professionalism and human touch makes working under them both inspiring and enjoyable,"Not support newcommer.On a personal level, they are approachable and supportive, creating a friendly and collaborative environment. They genuinely care about the team’s well-being and motivate us with positivity and encouragement. This balance of professionalism and human touch makes working under them both inspiring and enjoyable"
59,28,Public-Bank-Berhad,review_title,1,Structured and Hierarchy,Structured and Hierarchy
60,28,Public-Bank-Berhad,review_body_text,1,The working culture is very structured and hierarchy.,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.
60,28,Public-Bank-Berhad,review_body_text,2,Multiple reporting layers.,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.
60,28,Public-Bank-Berhad,review_body_text,3,Hardly have employee empowerment.,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.
60,28,Public-Bank-Berhad,review_body_text,4,Minimal training and development programmes.,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.
61,29,RHB Bank Berhad,review_title,1,"Moderate work load, not So much benefit , but still free of mind","Moderate work load, not So much benefit , but still free of mind"
62,29,RHB Bank Berhad,review_body_text,1,"If you need to a higher career development and lots benefits, can option with other company.","If you need to a higher career development and lots benefits, can option with other company. But if you want to go for a reasonable and just normal job free of mind can go to here"
62,29,RHB Bank Berhad,review_body_text,2,But if you want to go for a reasonable and just normal job free of mind can go to here,"If you need to a higher career development and lots benefits, can option with other company. But if you want to go for a reasonable and just normal job free of mind can go to here"
63,30,Bank-Rakyat,review_title,1,Employer of choice for everyone,Employer of choice for everyone
64,30,Bank-Rakyat,review_body_text,1,I enjoyed the most during work-collaboration with other departments,"I enjoyed the most during work-collaboration with other departments; as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork"
64,30,Bank-Rakyat,review_body_text,2,"as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork","I enjoyed the most during work-collaboration with other departments; as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork"
