review_row_id,id,company_name,text_content,sentence_id,sentence_text,original_text,AI_Label,AI_Confidence,Review_Status,Final_Label
32,14,bank islam,review_body_text,5,A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts.,"What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Positive,0.6576871275901794,Manual Review,Positive
32,14,bank islam,review_body_text,6,"I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.","What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",Positive,0.5454391837120056,Manual Review,Positive
33,15,RHB Bank Berhad,review_title,1,Not bad environment,Not bad environment,Positive,0.5922393202781677,Manual Review,Positive
34,15,RHB Bank Berhad,review_body_text,1,The work environment in the department varies from all function.,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",Positive,0.5843204259872437,Manual Review,Positive
34,15,RHB Bank Berhad,review_body_text,2,"For me, I am under the Group Internal Audit function.","The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",Negative,0.525337278842926,Manual Review,Negative
34,15,RHB Bank Berhad,review_body_text,3,The environment is not bad.,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",Positive,0.6190534830093384,Manual Review,Positive
34,15,RHB Bank Berhad,review_body_text,4,"My CIA and Head of Department is great, however I will say otherwise for my current supervisor","The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",Negative,0.8586974143981934,Accepted,Negative
35,16,United Overseas Bank,review_title,1,Sales oriented working culture,Sales oriented working culture,Positive,0.9626567959785461,Accepted,Positive
36,16,United Overseas Bank,review_body_text,1,Focus on offline events and activities to drive business.,"Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",Positive,0.5398872494697571,Manual Review,Positive
36,16,United Overseas Bank,review_body_text,2,"Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff","Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",Negative,0.8408821225166321,Accepted,Negative
37,17,Public-Bank-Berhad,review_title,1,Stressful but good colleagues,Stressful but good colleagues,Positive,0.8362836837768555,Accepted,Positive
38,17,Public-Bank-Berhad,review_body_text,1,"Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture","Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture",Positive,0.8375300765037537,Accepted,Positive
39,18,United Overseas Bank,review_title,1,Good place to start your career,Good place to start your career,Positive,0.9187099933624268,Accepted,Positive
40,18,United Overseas Bank,review_body_text,1,"Nice place to start your career, however lack of guidance and training provided.","Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",Negative,0.5396621823310852,Manual Review,Negative
40,18,United Overseas Bank,review_body_text,2,No clear goal setup by my immediate manager.,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",Negative,0.7780050039291382,Accepted,Negative
40,18,United Overseas Bank,review_body_text,3,Salary below market average,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",Negative,0.8257684111595154,Accepted,Negative
41,19,maybank,review_title,1,Valuable Learning Experince,Valuable Learning Experince,Positive,0.9680240750312805,Accepted,Positive
42,19,maybank,review_body_text,1,A good place to learn and improve in.,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",Positive,0.8991873264312744,Accepted,Positive
42,19,maybank,review_body_text,2,"The enviroment is chill, collegues are kind and are willing to assist if faced with issues.","A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",Positive,0.8591994047164917,Accepted,Positive
42,19,maybank,review_body_text,3,Overall is a good oppertunity for an internship placement.,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",Positive,0.8034424185752869,Accepted,Positive
44,20,Ocbc,review_body_text,1,"overall not bad, training provided, attractive remuneration package but need to work overtime most of the time for my role, quite challenging for my role","overall not bad, training provided, attractive remuneration package but need to work overtime most of the time for my role, quite challenging for my role",Positive,0.8484642505645752,Accepted,Positive
45,21,RHB Bank Berhad,review_title,1,Flexible Workplace,Flexible Workplace,Positive,0.954188346862793,Accepted,Positive
46,21,RHB Bank Berhad,review_body_text,1,Could be working from home most of the time.,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",Positive,0.38127681612968445,Manual Review,Positive
46,21,RHB Bank Berhad,review_body_text,2,"It depends on the manager, some require the staffs to work from office.","Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",Positive,0.45295944809913635,Manual Review,Positive
46,21,RHB Bank Berhad,review_body_text,3,some department are more flexible.,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",Positive,0.7371222972869873,Manual Review,Positive
47,22,RHB Bank Berhad,review_title,1,Very poor management,Very poor management,Negative,0.9464170336723328,Accepted,Negative
48,22,RHB Bank Berhad,review_body_text,1,Very poor management.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.9384796619415283,Accepted,Negative
48,22,RHB Bank Berhad,review_body_text,2,Not welcoming the newcomers.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.8191481828689575,Accepted,Negative
48,22,RHB Bank Berhad,review_body_text,3,Unproper training.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.9494925737380981,Accepted,Negative
48,22,RHB Bank Berhad,review_body_text,4,Expect us to get the highest more KPI than in JD.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Positive,0.9127188324928284,Accepted,Positive
48,22,RHB Bank Berhad,review_body_text,5,Leads not approachable.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.8336486220359802,Accepted,Negative
48,22,RHB Bank Berhad,review_body_text,6,Sometimes they just recycle the leads to call the same customer.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.6836581230163574,Manual Review,Negative
48,22,RHB Bank Berhad,review_body_text,7,They will pressuring you until you resigned on your own.,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,Negative,0.9391201138496399,Accepted,Negative
49,23,Cimb-Group,review_title,1,Supportive boss and good colleagues,Supportive boss and good colleagues,Positive,0.9334968328475952,Accepted,Positive
50,23,Cimb-Group,review_body_text,1,Depending on which team you are in.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,Positive,0.5469075441360474,Manual Review,Positive
50,23,Cimb-Group,review_body_text,2,In some teams you generally get good colleagues who are supportive.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,Positive,0.969525933265686,Accepted,Positive
50,23,Cimb-Group,review_body_text,3,The remuneration is also quite good.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,Positive,0.9713155031204224,Accepted,Positive
50,23,Cimb-Group,review_body_text,4,Bonus could be up to 3-4 months in general.,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,Positive,0.7889237403869629,Accepted,Positive
51,24,Cimb-Group,review_title,1,The good thing about the management,The good thing about the management,Positive,0.9096486568450928,Accepted,Positive
52,24,Cimb-Group,review_body_text,1,Management don't come to you and shouting for target.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.,Negative,0.7300228476524353,Manual Review,Negative
52,24,Cimb-Group,review_body_text,2,They tends to talk to you politely and keep nagging to work hard.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.,Positive,0.8020644783973694,Accepted,Positive
52,24,Cimb-Group,review_body_text,3,There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.,Negative,0.9065979719161987,Accepted,Negative
52,24,Cimb-Group,review_body_text,4,Expect one hour talk to persuade you work hard.,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.,Positive,0.6944129467010498,Manual Review,Positive
54,25,Public-Bank-Berhad,review_body_text,1,The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations.,"The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations. The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations. This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans.",Positive,0.9724212884902954,Accepted,Positive
